번호,제목,사건번호,선고일자,참조조문,조문번호,판시사항
,,,,정보통신망이용촉진및정보보호등에관한법률,"제22조, 제24조, 제71조, 제75조",
,,,,형사소송법,"제254조, 제298조, 제307조, 제325조",
274,컴퓨터 등 사용사기·정보통신망 이용촉진 및 정보보호 등에 관한 법률 위반(정보통신망 침해 등)·컴퓨터 등 장애업무방해,2010노750,2010. 10. 14.,형사소송규칙,제25조,
,,,,형사소송법,제364조,
275,성폭력범죄의처벌및피해자보호등에관한법률위반(13세미만미성년자강간등)·부착명령,2010고합987,2010. 10. 1.,성폭력범죄의 처벌 및 피해자보호 등에 관한 법률,제8조의2,
,,,,아동·청소년의 성보호에 관한 법률,"제3조, 제38조",
,,,,청소년의성보호에관한법률,제23조,
,,,,형법,"제37조, 제38조, 제50조, 제297조, 제298조",
276,손해배상(기),2008가합111003,2010. 9. 16.,대한민국헌법,"제10조, 제17조",
277,가처분이의(인터넷 포털사이트 광고 방해 사건),2008마1541,2010. 8. 25.,민법,제750조,"[1] 경쟁자가 상당한 노력과 투자에 의하여 구축한 성과물을 상도덕이나 공정한 경쟁질서에 반하여 자신의 영업을 위하여 무단으로 이용함으로써 경쟁자의 노력과 투자에 편승하여 부당하게 이익을 얻고 경쟁자의 법률상 보호할 가치가 있는 이익을 침해하는 행위가 부정한 경쟁행위로서 민법상 불법행위에 해당하는지 여부(적극) 및 그와 같은 불법행위의 금지 또는 예방을 청구할 수 있는 경우
[2] 甲 회사가 인터넷 사이트를 이용한 광고시스템 프로그램을 제공하여 이를 설치한 인터넷 사용자들이 乙 회사가 운영하는 인터넷 포털사이트에 방문하면 그 화면에 乙 회사가 제공하는 광고 대신 甲 회사의 광고가 대체 혹은 삽입된 형태로 나타나게 한 사안에서, 甲 회사의 위와 같은 광고행위는 부정한 경쟁행위로서 민법상 불법행위에 해당하고, 乙 회사는 甲 회사에 대하여 위 프로그램을 이용한 광고행위를 하는 것의 금지 또는 예방을 청구할 피보전권리와 보전의 필요성이 소명되었다고 본 원심결정이 정당하다고 한 사례"
,,,,민사집행법,제300조,
278,성폭력범죄의처벌등에관한특례법위반(13세미만미성년자강간등)·부착명령,2010고합1005,2010. 8. 20.,성폭력범죄의 처벌 등에 관한 특례법,제7조,
,,,,아동·청소년의 성보호에 관한 법률,제38조,
,,,,특정 범죄자에 대한 위치추적 전자장치 부착 등에 관한 법률,"제5조, 제9조, 제9조의2",
,,,,형법,"제53조, 제55조, 제298조",
279,정보통신망이용촉진및정보보호등에관한법률위반,2010고정2386,2010. 7. 27.,정보통신망 이용촉진 및 정보보호 등에 관한 법률,"제44조의7, 제74조",
,,,,형법,"제37조, 제38조, 제50조, 제69조, 제70조",
,,,,형사소송법,제334조,
280,정보통신망이용촉진 및 정보보호 등에 관한 법률 위반(개인정보누설 등),2010노1441,2010. 7. 23.,정보통신망 이용촉진 및 정보보호 등에 관한 법률,"제1조, 제48조, 제49조, 제71조",
,,,,형사소송법,"제325조, 제364조",
281,정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등),2010도63,2010. 7. 22.,정보통신망 이용촉진 및 정보보호 등에 관한 법률,제71조,"[1]           구 정보통신망 이용촉진 및 정보보호 등에 관한 법률 제48조 제1항의 ‘정당한 접근권한’에 관한 판단 기준        
[2] ‘          구 정보통신망 이용촉진 및 정보보호 등에 관한 법률 제49조의 규정을 위반하여 타인의 정보를 훼손한 행위’에 해당하는지를 판단할 때 그 전제가 되는 정보의 귀속에 관한 판단 기준        
[3] 인터넷온라인 게임의 이용자이자 계정 개설자 겸 명의자가 자신의 계정을 양도한 이후 그 계정을 현재 사용 중인 전전양수인이 설정해 둔 비밀번호를 변경하여 접속을 불가능하게 한 사안에서,           구 정보통신망 이용촉진 및 정보보호 등에 관한 법률 제49조 위반의 공소사실을 유죄로 인정한 원심판결에 법리오해 및 심리미진의 위법이 있다고 한 사례"
,,,,정보통신망이용촉진및정보보호등에관한법률,"제48조, 제49조, 제62조",
282,공인중개사의업무및부동산거래신고에관한법률위반·정보통신망이용촉진및정보보호등에관한법률위반·상해·폭행,2009고정747,2010. 7. 15.,공인중개사의 업무 및 부동산 거래신고에 관한 법률,"제9조, 제48조",
,,,,정보통신망 이용촉진 및 정보보호 등에 관한 법률,"제44조의7, 제74조",
,,,,형법,"제37조, 제38조, 제50조, 제69조, 제70조, 제257조, 제260조",
283,영화및비디오물의진흥에관한법률위반·풍속영업의규제에관한법률위반,2009도4545,2010. 7. 15.,영화 및 비디오물의 진흥에 관한 법률,"제2조, 제53조, 제95조","[1] 숙박업소에서 위성방송수신기를 이용하여 수신한 외국의 음란한 위성방송프로그램을 투숙객들로 하여금 시청하게 한 행위가,           구 풍속영업의 규제에 관한 법률 제3조 제2호의 ‘음란한 물건’을 관람하게 하는 행위에 해당하는지 여부(적극)        
[2] ‘텔레비전방송프로그램’이           영화 및 비디오물의 진흥에 관한 법률 제2조 제12호에서 규정한 ‘비디오물’에 해당하는지 여부(소극)        
[3] 위성방송수신기 등을 이용하여 숙박업소의 투숙객들에게 제공한 외국의 위성방송프로그램이 영화 및 비디오물의 진흥에 관한 법률에 의한 등급분류를 받아야 하는 ‘비디오물’에 해당한다고 본 원심판단에 법리오해의 위법이 있다고 한 사례"
,,,,풍속영업의 규제에 관한 법률,제3조,
,,,,풍속영업의규제에관한법률,"제3조, 제10조",
284,저작권 침해금지등,2008나68090,2010. 7. 1.,국제사법,"제1조, 제24조",
,,,,민법,제125조,
,,,,저작권법,"제3조, 제6조, 제123조, 제125조, 제126조",
285,기사삭제 등,2008나63491,2010. 6. 23.,대한민국헌법,제21조,
286,성폭력범죄의처벌및피해자보호등에관한법률위반(13세미만미성년자강간등),2010고합71,2010. 6. 11.,성폭력범죄의 처벌 및 피해자보호 등에 관한 법률,제8조의2,
,,,,아동·청소년의 성보호에 관한 법률,제38조,
,,,,특정 범죄자에 대한 위치추적 전자장치 부착 등에 관한 법률,"제5조, 제9조, 제9조의2",
,,,,형법,"제37조, 제38조, 제50조, 제62조, 제298조",
287,손해배상(기),2009나115535,2010. 6. 1.,국가배상법,제2조,"[1] 민원인이 산업용 세탁공장 영업을 하기 위하여 관할구청장에게 한 영업신고가           민원사무처리에 관한 법률 제19조 등에 정한 사전심사청구 대상에 해당된다 하더라도 그 영업신고서 등이 같은 법에 정한 사전심사청구의 형식과 절차에 따라 접수되지 않아 이를 사전심사청구로 보기 어렵고, 민원인이 교부받은 민원처리 심의서도 관할구청장 명의로 작성된 것이 아니어서 그 교부를 같은 법에 정한 사전심사 결과통보로 볼 수 없다고 한 사례        
[2] 산업용 세탁공장 영업을 하기 위해 관할구청장에게 영업신고를 한 민원인에게 구청 공무원 등이 해당 부지에 산업용 세탁공장의 입지를 제한하고 있는 관련 고시의 내용을 제대로 파악하지 못한 채 잘못된 내용의 민원처리 심의서를 작성·교부하여 줌으로써, 민원인이 그 기재 내용을 신뢰하여 자금을 지출하였다가 회수하지 못하는 손해를 입었으므로, 위 공무원 등이 속한 지방자치단체는 그 손해를 배상할 의무가 있다고 한 사례"
,,,,민원사무처리에 관한 법률,"제1조, 제2조, 제9조, 제19조, 제24조",
,,,,민원사무처리에 관한 법률 시행령,"제8조, 제36조",
288,정보통신망이용촉진 및 정보보호 등에 관한 법률 위반(개인정보누설 등),2010고정792,2010. 5. 14.,정보통신망 이용촉진 및 정보보호 등에 관한 법률,"제49조, 제71조",
,,,,형법,"제69조, 제70조",
,,,,형사소송법,제334조,
289,파면처분등취소,2009구합14781,2010. 4. 23.,국가공무원법,제56조,"[1] 군법무관에 대한 국방부장관의 보충역편입 명령과 육군참모총장의 제적 및 보충역편입 명령, 교육기간 변경 및 원복 명령의 취소를 구하는 것은 항고소송의 대상인 처분에 해당하지 않거나 그 취소를 구할 법률상 이익이 없어 부적법하다고 한 사례
[2] 국방부장관의 ‘군 내 불온서적 차단대책 강구지시’와 그 근거 법령인           구 군인사법 제47조의2,           구 군인복무규율 제16조의2가 기본권을 침해하여 위헌이라는 이유로 헌법소원을 제기한 군법무관들에 대하여 육군참모총장이 파면 등의 처분을 하고 그에 따라 국방부장관이 제적 등의 처분을 한 사안에서, 각 징계처분이 적법하다고 한 사례"
,,,,군인복무규율,"제4조, 제6조, 제7조, 제9조, 제13조, 제16조의2, 제17조, 제24조, 제57조, 제66조",
,,,,군인사법,"제47조, 제47조의2",
,,,,행정소송법,"제2조, 제12조",
,,,,헌법재판소법,제68조,
290,게임산업진흥에관한법률위반,2009노890,2010. 2. 11.,게임산업진흥에 관한 법률,"제2조, 제26조, 제45조",
,,,,형법,"제30조, 제69조, 제70조",
,,,,형사소송법,제334조,
291,시정요구처분취소,2009구합35924,2010. 2. 11.,정보통신망 이용촉진 및 정보보호 등에 관한 법률,제44조의7,"[1] 방송통신심의위원회는 행정청에 해당하고 인터넷 포털사이트에 대한 방송통신심의위원회의 게시물의 삭제 등의 시정요구는 항고소송의 대상이 되는 행정처분에 해당한다고 한 사례
[2]           정보통신망 이용촉진 및 정보보호 등에 관한 법률 제44조의7 제1항 제2호의 ‘사람을 비방할 목적’이 부인되는 ‘적시한 사실이 공공의 이익에 관한 것’인지 여부의 판단 기준        
[3] 인터넷 포털사이트의 블로그에 재활용 폐기물로 생산된 국내산 시멘트의 유해성에 관한 글을 게시한 것은 공공의 이익을 위한 것으로 거기에 비방의 목적이 있다고 볼 수 없으므로, 이를 불법정보로 보아 게시글의 삭제를 요구한 방송통심심의위원회의 시정요구는 위법한다고 한 사례"
,,,,행정소송법,제2조,
292,컴퓨터 등 사용사기·정보통신망 이용촉진 및 정보보호 등에 관한 법률 위반(정보통신망 침해 등)·컴퓨터 등 장애업무방해,2008고단6203,2010. 2. 5.,정보통신망 이용촉진 및 정보보호 등에 관한 법률,"제48조, 제71조, 제72조",
,,,,형법,"제30조, 제37조, 제38조, 제40조, 제50조, 제62조, 제62조의2, 제69조, 제70조, 제314조, 제347조의2",
,,,,형사소송법,제334조,
293,상해·정보통신망이용촉진및정보보호등에관한법률위반(음란물유포등),2009오1,2010. 1. 28.,정보통신망이용촉진및정보보호등에관한법률,"제44조의7, 제65조","처벌을 희망하지 아니하는 피해자의 의사표시가 있었음을 간과한 채, 구 정보통신망 이용촉진 및 정보보호에 관한 법률 위반의 공소사실을 유죄로 판단한 원판결에 대하여 ‘비상상고’를 인용한 사례"
,,,,형사소송법,"제327조, 제441조, 제446조",
294,공무집행방해·방실침입·공용물건손상,2009고단215,2010. 1. 14.,형법,"제136조, 제141조, 제260조, 제319조","야당 국회의원인 피고인이 여당의 소위 ‘미디어 관련 법안’의 상임위 직권상정 등에 항의하고 본회의 직권상정을 막기 위하여 소속 정당의 국회의원들과 국회 본회의장 점거농성을 계속하던 중 국회의장의 질서유지권이 발동된 상태에서 공무집행방해·방실침입·공용물건손상 등의 행위를 하였다는 공소사실에 대하여, 위 각 공소사실은 죄가 되지 않거나 범죄사실의 증명이 없는 때에 해당한다는 이유로 무죄를 선고한 사례"
,,,,형사소송법,제325조,
295,업무방해·정보통신망 이용촉진 및 정보보호등에 관한 법률 위반(정보통신망 침해등),2009노677,2009. 12. 18.,대한민국헌법,"제21조, 제37조",
